"OA",84.05,84.42,2.91,+1.29,85.39,1.69,"+1.53%",1.02,60186000,1.31,15.46,13.44,272851,"Orbital ATK, Inc. Common Stock",7561959.6752458,0
"RTN",122.95,122.95,-0.60,+0.16,123.18,2.30,"+0.13%",2.03,298997000,1.58,17.51,15.52,510414,"Raytheon Company Common Stock",7561959.6752458,0
"COL",91.25,91.43,4.29,+0.20,91.54,7.10,"+0.22%",1.83,131131000,2.31,16.48,15.53,341966,"Rockwell Collins, Inc. Common S",7561959.6752458,0
"SPR",47.33,47.59,1.27,-0.33,47.05,4.60,"-0.70%",1.01,125925000,0.90,10.88,10.11,325960,"Spirit Aerosystems Holdings, In",7561959.6752458,0
"TDY",86.86,87.13,2.53,-0.01,86.85,6.99,"-0.01%",1.68,35400000,1.34,17.00,15.29,68717,"Teledyne Technologies Incorpora",7561959.6752458,0
"TDG",219.68,219.55,5.32,+0.33,220.11,8.13,"+0.15%",1.45,53466000,4.16,20.31,18.36,167277,"Transdigm Group Incorporated Tr",7561959.6752458,0
"TGI",32.02,32.18,1.25,-1.45,30.59,5.40,"-4.53%",3.34,49328000,0.40,5.55,5.60,365312,"Triumph Group, Inc. Common Stoc",7561959.6752458,0
"AIR",22.80,22.93,1.84,+0.09,22.87,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562198.1116866,1
"AJRD",15.87,15.90,-0.13,-0.08,15.80,22.48,"-0.50%",1.07,64400000,0.60,21.34,15.04,74389,"Aerojet Rocketdyne Holdings, In",7562198.1116866,1
"AVAV",27.63,27.75,1.88,+0.20,27.83,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71473,"AeroVironment, Inc.",7562198.1116866,1
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1700,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562198.1116866,1
"BEAV",46.91,47.01,2.35,-0.61,46.32,4.04,"-1.30%",1.21,102110000,1.75,14.33,12.65,250352,"B/E Aerospace, Inc.",7562198.1116866,1
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562198.1116866,1
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562198.1116866,1
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562198.1116866,1
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562198.1116866,1
"ESL",65.63,65.82,5.51,-0.92,64.82,3.24,"-1.40%",1.32,29629000,1.04,14.44,11.92,137530,"Esterline Technologies Corporat",7562198.1116866,1
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562198.1116866,1
"HXL",44.06,44.08,1.56,-0.30,43.83,14.52,"-0.68%",1.56,93290000,2.21,17.43,14.94,68098,"Hexcel Corporation Common Stock",7562198.1116866,1
"KLXI",31.880,31.940,2.789,+0.044,31.930,8.180,"+0.138%",-1.110,52798000,0.993,14.577,12.470,70590,"KLX Inc.",7562198.1116866,1
"LMIA",8.98,8.98,-0.29,+0.02,9.00,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4475,"LMI Aerospace, Inc.",7562198.1116866,1
"OA",84.05,84.42,2.86,+1.24,85.41,1.69,"+1.48%",1.02,60186000,1.31,15.45,13.43,275098,"Orbital ATK, Inc. Common Stock",7562198.1116866,1
"RTN",122.9500,122.9500,-0.6777,+0.0803,123.1800,2.3000,"+0.0653%",2.0300,298997000,1.5814,17.5008,15.5145,513818,"Raytheon Company Common Stock",7562198.1116866,1
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343038,"Rockwell Collins, Inc. Common S",7562198.1116866,1
"SPR",47.33,47.59,1.27,-0.33,47.05,4.60,"-0.70%",1.01,125925000,0.90,10.88,10.11,328159,"Spirit Aerosystems Holdings, In",7562198.1116866,1
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69117,"Teledyne Technologies Incorpora",7562198.1116866,1
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168100,"Transdigm Group Incorporated Tr",7562198.1116866,1
"TGI",32.02,32.18,1.18,-1.52,30.59,5.40,"-4.75%",3.34,49328000,0.40,5.54,5.59,368660,"Triumph Group, Inc. Common Stoc",7562198.1116866,1
"AIR",22.80,22.93,1.84,+0.09,22.87,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562204.8544731,2
"AJRD",15.87,15.90,-0.12,-0.07,15.80,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,74489,"Aerojet Rocketdyne Holdings, In",7562204.8544731,2
"AVAV",27.63,27.75,1.88,+0.20,27.83,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71473,"AeroVironment, Inc.",7562204.8544731,2
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1700,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562204.8544731,2
"BEAV",46.91,47.01,2.35,-0.61,46.30,4.04,"-1.30%",1.21,102110000,1.75,14.33,12.65,250352,"B/E Aerospace, Inc.",7562204.8544731,2
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562204.8544731,2
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562204.8544731,2
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562204.8544731,2
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562204.8544731,2
"ESL",65.63,65.82,5.51,-0.92,64.82,3.24,"-1.40%",1.32,29629000,1.04,14.44,11.92,137530,"Esterline Technologies Corporat",7562204.8544731,2
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562204.8544731,2
"HXL",44.06,44.08,1.56,-0.30,43.83,14.52,"-0.68%",1.56,93290000,2.21,17.43,14.94,68098,"Hexcel Corporation Common Stock",7562204.8544731,2
"KLXI",31.880,31.940,2.789,+0.044,31.930,8.180,"+0.138%",-1.110,52798000,0.993,14.577,12.470,70590,"KLX Inc.",7562204.8544731,2
"LMIA",8.98,8.98,-0.29,+0.02,9.00,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4475,"LMI Aerospace, Inc.",7562204.8544731,2
"OA",84.05,84.42,2.86,+1.24,85.41,1.69,"+1.48%",1.02,60186000,1.31,15.45,13.43,275098,"Orbital ATK, Inc. Common Stock",7562204.8544731,2
"RTN",122.9500,122.9500,-0.6777,+0.0803,123.1800,2.3000,"+0.0653%",2.0300,298997000,1.5814,17.5008,15.5145,513818,"Raytheon Company Common Stock",7562204.8544731,2
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343038,"Rockwell Collins, Inc. Common S",7562204.8544731,2
"SPR",47.33,47.59,1.28,-0.32,47.05,4.60,"-0.68%",1.01,125925000,0.90,10.88,10.11,328659,"Spirit Aerosystems Holdings, In",7562204.8544731,2
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69117,"Teledyne Technologies Incorpora",7562204.8544731,2
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168100,"Transdigm Group Incorporated Tr",7562204.8544731,2
"TGI",32.02,32.18,1.18,-1.52,30.59,5.40,"-4.75%",3.34,49328000,0.40,5.54,5.59,368660,"Triumph Group, Inc. Common Stoc",7562204.8544731,2
"AIR",22.80,22.93,1.84,+0.09,22.87,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562207.9274429,5
"AJRD",15.87,15.90,-0.12,-0.07,15.80,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,74489,"Aerojet Rocketdyne Holdings, In",7562207.9274429,5
"AVAV",27.63,27.75,1.88,+0.20,27.83,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71473,"AeroVironment, Inc.",7562207.9274429,5
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1700,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562207.9274429,5
"BEAV",46.91,47.01,2.35,-0.61,46.30,4.04,"-1.30%",1.21,102110000,1.75,14.33,12.65,250352,"B/E Aerospace, Inc.",7562207.9274429,5
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562207.9274429,5
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562207.9274429,5
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562207.9274429,5
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562207.9274429,5
"ESL",65.63,65.82,5.51,-0.92,64.82,3.24,"-1.40%",1.32,29629000,1.04,14.44,11.92,137530,"Esterline Technologies Corporat",7562207.9274429,5
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562207.9274429,5
"HXL",44.06,44.08,1.56,-0.30,43.83,14.52,"-0.68%",1.56,93290000,2.21,17.43,14.94,68120,"Hexcel Corporation Common Stock",7562207.9274429,5
"KLXI",31.880,31.940,2.789,+0.044,31.930,8.180,"+0.138%",-1.110,52798000,0.993,14.577,12.470,70590,"KLX Inc.",7562207.9274429,5
"LMIA",8.98,8.98,-0.29,+0.02,9.00,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4475,"LMI Aerospace, Inc.",7562207.9274429,5
"OA",84.05,84.42,2.85,+1.23,85.32,1.69,"+1.46%",1.02,60186000,1.31,15.45,13.43,275517,"Orbital ATK, Inc. Common Stock",7562207.9274429,5
"RTN",122.9500,122.9500,-0.6777,+0.0803,123.1800,2.3000,"+0.0653%",2.0300,298997000,1.5814,17.5008,15.5145,513818,"Raytheon Company Common Stock",7562207.9274429,5
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343038,"Rockwell Collins, Inc. Common S",7562207.9274429,5
"SPR",47.33,47.59,1.28,-0.32,47.05,4.60,"-0.68%",1.01,125925000,0.90,10.88,10.11,328659,"Spirit Aerosystems Holdings, In",7562207.9274429,5
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69117,"Teledyne Technologies Incorpora",7562207.9274429,5
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168100,"Transdigm Group Incorporated Tr",7562207.9274429,5
"TGI",32.02,32.18,1.18,-1.52,30.59,5.40,"-4.75%",3.34,49328000,0.40,5.54,5.59,368660,"Triumph Group, Inc. Common Stoc",7562207.9274429,5
"AIR",22.80,22.93,1.84,+0.09,22.87,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562213.3937728,3
"AJRD",15.87,15.90,-0.12,-0.07,15.81,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,74489,"Aerojet Rocketdyne Holdings, In",7562213.3937728,3
"AVAV",27.63,27.75,1.88,+0.20,27.82,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71473,"AeroVironment, Inc.",7562213.3937728,3
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1700,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562213.3937728,3
"BEAV",46.91,47.01,2.35,-0.61,46.30,4.04,"-1.30%",1.21,102110000,1.75,14.33,12.65,250352,"B/E Aerospace, Inc.",7562213.3937728,3
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562213.3937728,3
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562213.3937728,3
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562213.3937728,3
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562213.3937728,3
"ESL",65.63,65.82,5.51,-0.92,64.82,3.24,"-1.40%",1.32,29629000,1.04,14.44,11.92,137530,"Esterline Technologies Corporat",7562213.3937728,3
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562213.3937728,3
"HXL",44.06,44.08,1.56,-0.30,43.83,14.52,"-0.68%",1.56,93290000,2.21,17.43,14.94,68120,"Hexcel Corporation Common Stock",7562213.3937728,3
"KLXI",31.880,31.940,2.789,+0.044,31.930,8.180,"+0.138%",-1.110,52798000,0.993,14.577,12.470,70590,"KLX Inc.",7562213.3937728,3
"LMIA",8.98,8.98,-0.29,+0.02,9.00,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4475,"LMI Aerospace, Inc.",7562213.3937728,3
"OA",84.05,84.42,2.85,+1.23,85.32,1.69,"+1.46%",1.02,60186000,1.31,15.45,13.43,275617,"Orbital ATK, Inc. Common Stock",7562213.3937728,3
"RTN",122.9500,122.9500,-0.6777,+0.0803,123.1800,2.3000,"+0.0653%",2.0300,298997000,1.5814,17.5008,15.5145,513818,"Raytheon Company Common Stock",7562213.3937728,3
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343256,"Rockwell Collins, Inc. Common S",7562213.3937728,3
"SPR",47.33,47.59,1.28,-0.32,47.05,4.60,"-0.68%",1.01,125925000,0.90,10.88,10.11,328659,"Spirit Aerosystems Holdings, In",7562213.3937728,3
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69117,"Teledyne Technologies Incorpora",7562213.3937728,3
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168104,"Transdigm Group Incorporated Tr",7562213.3937728,3
"TGI",32.02,32.18,1.20,-1.50,30.59,5.40,"-4.68%",3.34,49328000,0.40,5.54,5.59,368760,"Triumph Group, Inc. Common Stoc",7562213.3937728,3
"AIR",22.80,22.93,1.84,+0.09,22.90,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562236.4079282,4
"AJRD",15.87,15.90,-0.12,-0.07,15.81,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,74489,"Aerojet Rocketdyne Holdings, In",7562236.4079282,4
"AVAV",27.63,27.75,1.88,+0.20,27.82,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71473,"AeroVironment, Inc.",7562236.4079282,4
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1600,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562236.4079282,4
"BEAV",46.91,47.01,2.32,-0.64,46.30,4.04,"-1.36%",1.21,102110000,1.75,14.33,12.64,250553,"B/E Aerospace, Inc.",7562236.4079282,4
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562236.4079282,4
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562236.4079282,4
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562236.4079282,4
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562236.4079282,4
"ESL",65.63,65.82,5.51,-0.92,64.82,3.24,"-1.40%",1.32,29629000,1.04,14.44,11.92,137530,"Esterline Technologies Corporat",7562236.4079282,4
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562236.4079282,4
"HXL",44.06,44.08,1.56,-0.30,43.83,14.52,"-0.68%",1.56,93290000,2.21,17.43,14.94,68120,"Hexcel Corporation Common Stock",7562236.4079282,4
"KLXI",31.880,31.940,2.789,+0.044,31.930,8.180,"+0.138%",-1.110,52798000,0.993,14.577,12.470,70590,"KLX Inc.",7562236.4079282,4
"LMIA",8.98,8.98,-0.29,+0.02,9.00,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4475,"LMI Aerospace, Inc.",7562236.4079282,4
"OA",84.05,84.42,2.83,+1.21,85.32,1.69,"+1.44%",1.02,60186000,1.31,15.45,13.43,275998,"Orbital ATK, Inc. Common Stock",7562236.4079282,4
"RTN",122.95,122.95,-0.68,+0.08,123.18,2.30,"+0.07%",2.03,298997000,1.58,17.50,15.51,514314,"Raytheon Company Common Stock",7562236.4079282,4
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343256,"Rockwell Collins, Inc. Common S",7562236.4079282,4
"SPR",47.33,47.59,1.30,-0.30,47.05,4.60,"-0.63%",1.01,125925000,0.90,10.89,10.11,328773,"Spirit Aerosystems Holdings, In",7562236.4079282,4
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69210,"Teledyne Technologies Incorpora",7562236.4079282,4
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168104,"Transdigm Group Incorporated Tr",7562236.4079282,4
"TGI",32.02,32.18,1.15,-1.55,30.50,5.40,"-4.84%",3.34,49328000,0.40,5.53,5.58,369862,"Triumph Group, Inc. Common Stoc",7562236.4079282,4
"AIR",22.80,22.93,1.84,+0.09,22.90,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562285.1249404,5
"AJRD",15.87,15.90,-0.12,-0.07,15.81,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,75003,"Aerojet Rocketdyne Holdings, In",7562285.1249404,5
"AVAV",27.63,27.75,1.88,+0.20,27.82,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71548,"AeroVironment, Inc.",7562285.1249404,5
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1600,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562285.1249404,5
"BEAV",46.910,47.010,2.333,-0.622,46.300,4.040,"-1.326%",1.210,102110000,1.755,14.331,12.647,250665,"B/E Aerospace, Inc.",7562285.1249404,5
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562285.1249404,5
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562285.1249404,5
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562285.1249404,5
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562285.1249404,5
"ESL",65.63,65.82,5.50,-0.93,64.82,3.24,"-1.42%",1.32,29629000,1.04,14.44,11.92,137816,"Esterline Technologies Corporat",7562285.1249404,5
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562285.1249404,5
"HXL",44.06,44.08,1.53,-0.33,43.83,14.52,"-0.75%",1.56,93290000,2.21,17.42,14.92,68264,"Hexcel Corporation Common Stock",7562285.1249404,5
"KLXI",31.88,31.94,2.80,+0.05,31.93,8.18,"+0.16%",-1.11,52798000,0.99,14.58,12.47,70834,"KLX Inc.",7562285.1249404,5
"LMIA",8.98,8.98,-0.29,+0.02,9.04,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4575,"LMI Aerospace, Inc.",7562285.1249404,5
"OA",84.05,84.42,2.78,+1.16,85.32,1.69,"+1.38%",1.02,60186000,1.31,15.44,13.42,276349,"Orbital ATK, Inc. Common Stock",7562285.1249404,5
"RTN",122.95,122.95,-0.68,+0.08,123.18,2.30,"+0.07%",2.03,298997000,1.58,17.50,15.51,514588,"Raytheon Company Common Stock",7562285.1249404,5
"COL",91.25,91.43,4.26,+0.17,91.48,7.10,"+0.19%",1.83,131131000,2.31,16.47,15.52,343463,"Rockwell Collins, Inc. Common S",7562285.1249404,5
"SPR",47.33,47.59,1.28,-0.32,47.05,4.60,"-0.68%",1.01,125925000,0.90,10.88,10.11,329073,"Spirit Aerosystems Holdings, In",7562285.1249404,5
"TDY",86.86,87.13,2.70,+0.16,86.85,6.99,"+0.18%",1.68,35400000,1.34,17.03,15.32,69210,"Teledyne Technologies Incorpora",7562285.1249404,5
"TDG",219.68,219.55,5.10,+0.11,220.11,8.13,"+0.05%",1.45,53466000,4.16,20.29,18.35,168111,"Transdigm Group Incorporated Tr",7562285.1249404,5
"TGI",32.02,32.18,1.11,-1.59,30.50,5.40,"-4.97%",3.34,49328000,0.40,5.52,5.57,370922,"Triumph Group, Inc. Common Stoc",7562285.1249404,5
"AIR",22.80,22.93,1.84,+0.09,22.90,4.97,"+0.39%",1.48,34400000,0.49,17.88,11.74,140097,"AAR Corp. Common Stock",7562289.9961913,6
"AJRD",15.87,15.90,-0.12,-0.07,15.81,22.48,"-0.44%",1.07,64400000,0.60,21.35,15.05,75003,"Aerojet Rocketdyne Holdings, In",7562289.9961913,6
"AVAV",27.63,27.75,1.88,+0.20,27.82,8.38,"+0.72%",-14.39,22985000,2.38,278.30,99.39,71548,"AeroVironment, Inc.",7562289.9961913,6
"ATRO",36.4800,36.7100,3.4520,-0.3257,36.1600,2.7000,"-0.8928%",0.4000,25600000,1.3490,15.1909,13.7994,39587,"Astronics Corporation",7562289.9961913,6
"BEAV",46.910,47.010,2.333,-0.622,46.300,4.040,"-1.326%",1.210,102110000,1.755,14.331,12.647,250665,"B/E Aerospace, Inc.",7562289.9961913,6
"CAE",11.32,11.34,0.49,+0.09,11.42,3.78,"+0.80%",1.50,269932000,1.67,13.58,12.54,17597,"CAE Inc. Ordinary Shares",7562289.9961913,6
"CVU",7.25,6.40,-0.98,-0.04,7.25,7.79,"-0.55%",0.58,8577000,0.70,8.69,6.16,48033,"CPI Aerostructures, Inc. Common",7562289.9961913,6
"CW",74.63,74.70,4.73,-0.62,74.18,4.22,"-0.83%",1.65,44528000,1.51,18.05,16.34,155268,"Curtiss-Wright Corporation Comm",7562289.9961913,6
"DCO",15.37,15.38,1.46,+0.54,15.88,8.85,"+3.51%",1.49,11083000,0.24,10.82,8.69,13051,"Ducommun Incorporated Common St",7562289.9961913,6
"ESL",65.63,65.82,5.50,-0.93,64.82,3.24,"-1.42%",1.32,29629000,1.04,14.44,11.92,137816,"Esterline Technologies Corporat",7562289.9961913,6
"HEI",59.64,59.72,2.22,-0.63,59.06,8.68,"-1.06%",2.29,66900000,3.25,25.88,23.51,50447,"Heico Corporation Common Stock",7562289.9961913,6
"HXL",44.06,44.08,1.53,-0.33,43.83,14.52,"-0.75%",1.56,93290000,2.21,17.42,14.92,68264,"Hexcel Corporation Common Stock",7562289.9961913,6
"KLXI",31.88,31.94,2.80,+0.05,31.93,8.18,"+0.16%",-1.11,52798000,0.99,14.58,12.47,70834,"KLX Inc.",7562289.9961913,6
"LMIA",8.98,8.98,-0.29,+0.02,9.04,8.16,"+0.22%",1.23,12994000,0.31,50.00,16.98,4575,"LMI Aerospace, Inc.",7562289.9961913,6
